,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
2043,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2016-10-06,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2044,Rocky Mountain National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Driving ,2016-10-07,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
2045,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Female,45-54,Suicide,2016-10-08,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2046,Blue Ridge Parkway,Fall,Fall,Unintentional,Fatal Injury,Female,15-24,Hiking,2016-10-09,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2047,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving ,2016-10-09,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2048,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Vessel Related,2016-10-11,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2049,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-10-11,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
2050,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving ,2016-10-11,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2051,Lake Meredith National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-10-12,"35.6005129,-101.70908397882152",35.6005129,-101.70908397882152,
2052,Grand Canyon National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Other,2016-10-12,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2053,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-10-13,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2054,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-10-14,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2055,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-10-14,"37.8756699,-81.0775981",37.8756699,-81.0775981,
2056,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-10-15,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
2057,Golden Gate National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving ,2016-10-18,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2058,Golden Gate National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving ,2016-10-18,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2059,Golden Gate National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving ,2016-10-18,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2060,Cape Hatteras National Seashore,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Vessel Related,2016-10-19,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2061,Glen Canyon National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,35-44,Not Reported,2016-10-22,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
2062,Arches National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2016-10-24,"38.72652525,-109.56302009799683",38.72652525,-109.56302009799684,
2063,Big Bend National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Sleeping,2016-10-24,"29.333248349999998,-103.19417205422886",29.33324835,-103.19417205422886,
2064,Natchez Trace Parkway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Bicycling,2016-10-25,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2065,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving ,2016-10-25,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2066,Death Valley National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-10-26,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
2067,Lake Clark National Park & Preserve,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Male,55-64,Flying,2016-10-28,"60.7031496,-153.26592155396835",60.7031496,-153.26592155396835,
2068,Big Bend National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other,2016-11-01,"29.333248349999998,-103.19417205422886",29.33324835,-103.19417205422886,
2069,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2016-11-01,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2070,Olympic National Park,Legal Intervention,Legal Intervention,Intentional,Fatal injury,Not Reported,Not Reported,Other,2016-11-04,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
2071,Blue Ridge Parkway,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,35-44,Other,2016-11-06,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2072,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported,2016-11-06,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
2073,Blue Ridge Parkway,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-11-08,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2074,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Driving ,2016-11-13,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2075,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Vessel Related,2016-11-14,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2076,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-11-15,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
2077,Bighorn Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-11-18,"45.041956,-108.26226538390983",45.041956,-108.26226538390983,
2078,Clara Barton National Historic Site,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-11-22,"None,None",,,
2079,National Mall & Memorial Parks,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2016-11-22,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
2080,Rock Creek Park,Suicide,Suicide,Intentional,Fatal Injury,Female,Not Reported,Suicide,2016-11-23,"38.702307,-104.8390017",38.702307,-104.8390017,
2081,Fort Vancouver National Historic Site,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,15-24,Not Reported,2016-11-23,"45.62530385,-122.65994737231347",45.62530385,-122.65994737231348,
2082,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Hiking,2016-11-25,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
2083,Lake Mead National Recreation Area,Asphyxiation,Other,Unintentional,Fatal Injury,Male,0-14,Sleeping,2016-11-26,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
2084,Colonial National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2016-11-26,"None,None",,,
2085,Great Smoky Mountains National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-11-29,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2086,Clara Barton National Historic Site,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving ,2016-12-01,"None,None",,,
2087,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2016-12-01,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2088,Virgin Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Swimming,2016-12-03,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
2089,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Female,65+,Snorkeling,2016-12-06,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
2090,Delaware Water Gap National Recreation Area,Poisoning - drugs,Poisoning,Unintentional,Fatal Injury,Male,Not Reported,Other,2016-12-12,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
2091,Acadia National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2016-12-12,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
2092,Grand Canyon National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,45-54,Not Reported,2016-12-12,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2093,Redwood National and State Parks,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-12-15,"41.4613522,-124.04809558473124",41.4613522,-124.04809558473124,
2094,Glen Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Not Reported,2016-12-18,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
2095,Rock Creek Park,Suicide,Suicide,Intentional,Fatal Injury,Male,Not Reported,Suicide,2016-12-20,"38.702307,-104.8390017",38.702307,-104.8390017,
2096,Harpers Ferry National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-12-22,"39.32594225,-77.76880515315582",39.32594225,-77.76880515315582,
2097,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2016-12-22,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2098,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other,2016-12-24,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2099,Little River Canyon National Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2016-12-24,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
2100,Great Smoky Mountains National Park,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Male,0-14,Flying,2016-12-26,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2101,Great Smoky Mountains National Park,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Male,35-44,Flying,2016-12-26,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2102,Great Smoky Mountains National Park,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Female,35-44,Flying,2016-12-26,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2103,Olympic National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,0-14,Driving ,2017-01-01,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
2104,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Illegal activity,2017-01-02,"32.0081745,-112.87518369742682",32.0081745,-112.87518369742682,
2105,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Illegal activity,2017-01-03,"32.0081745,-112.87518369742682",32.0081745,-112.87518369742682,
2106,Glacier National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,35-44,Skiing,2017-01-05,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
2107,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Hiking,2017-01-06,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
2108,Olympic National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Not Reported,Not Reported,Playing Sports,2017-01-07,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
2109,Zion National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Sleeping,2017-01-08,"37.3247408,-113.0048035752838",37.3247408,-113.0048035752838,
2110,North Cascades National Park,Suicide,Suicide,Intentional,Fatal injury,Female,15-24,Suicide,2017-01-09,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
2111,Little River Canyon National Preserve,Suicide,Suicide,Intentional,Fatal injury,Male,25-34,Suicide,2017-01-15,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
2112,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Not Reported,2017-01-18,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
2113,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,25-34,Suicide,2017-01-19,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2114,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2017-01-21,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2115,Hawaii Volcanoes National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2017-01-21,"19.2608312,-155.35786619252616",19.2608312,-155.35786619252616,
2116,Everglades National Park,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide,2017-01-23,"25.36794425,-80.87830662413266",25.36794425,-80.87830662413266,
2117,George Washington Memorial Parkway,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,25-34,Not Reported,2017-01-24,"38.9634363,-77.1785451",38.9634363,-77.1785451,
2118,San Antonio Missions National Historical Park,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,25-34,Flying,2017-01-25,"29.367990550000002,-98.47571730105633",29.36799055,-98.47571730105632,
2119,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other,2017-01-25,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
2120,Jean Lafitte National Historical Park & Preserve,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide,2017-01-26,"29.943343849999998,-89.99048482111306",29.94334385,-89.99048482111306,
2121,Chickamauga & Chattanooga National Military Park,Suicide,Suicide,Intentional,Fatal injury,Male,55-64,Suicide,2017-01-26,"34.8711497,-85.2902472",34.8711497,-85.2902472,
2122,Gulf Islands National Seashore,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide,2017-01-26,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
2123,National Mall & Memorial Parks,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,Not Reported,Sleeping,2017-01-27,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
2124,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Climbing,2017-01-28,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2125,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Snorkeling,2017-01-31,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
2126,Lake Mead National Recreation Area,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,45-54,Not Reported,2017-02-04,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
2127,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2017-02-05,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2128,George Washington Memorial Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide,2017-02-05,"38.9634363,-77.1785451",38.9634363,-77.1785451,
2129,Saint Croix National Scenic Riverway,Suicide,Suicide,Intentional,Fatal injury,Male,45-54,Suicide,2017-02-05,"46.08046265,-92.22285925163422",46.08046265,-92.22285925163422,
2130,Great Falls Park,Suicide,Suicide,Intentional,Fatal injury,Female,55-64,Suicide,2017-02-06,"38.9904203,-77.25182914857218",38.9904203,-77.25182914857218,
2131,Golden Gate National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Not Reported,2017-02-10,"37.8499275,-122.5177518",37.8499275,-122.5177518,
2132,New River Gorge National River,Suicide,Suicide,Intentional,Fatal injury,Male,45-54,Suicide,2017-02-12,"37.8756699,-81.0775981",37.8756699,-81.0775981,
2133,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Not Reported,2017-02-14,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
2134,Grand Teton National Park,Skiing Incident,Other Transportation,Unintentional,Fatal Injury,Male,25-34,Skiing,2017-02-15,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
2135,Rock Creek Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Playing Sports,2017-02-15,"38.702307,-104.8390017",38.702307,-104.8390017,
